Invoice,Quantity,Price,Customer ID,InvoiceDate
500247,141,85.1,14136.0,2010-05-03 12:42:00
500249,72,0.38,14156.0,2010-05-03 12:44:00
500250,16,9.75,15094.0,2010-05-03 12:56:00
500251,25,29.2,14681.0,2010-05-03 12:57:00
500252,118,3.6,15607.0,2010-05-03 13:06:00
500253,3,10.9,,2010-05-03 13:10:00
500254,155,52.62,13446.0,2010-05-03 13:19:00
500256,192,188.66,14649.0,2010-05-03 13:24:00
500257,85,89.93,17006.0,2010-05-03 13:33:00
500259,144,42.25,17716.0,2010-05-03 13:52:00
500260,83,30.55,15795.0,2010-05-03 13:57:00
500261,2,15.25,18037.0,2010-05-03 14:21:00
500262,187,45.0,15630.0,2010-05-03 14:30:00
500263,13,61.739999999999995,,2010-05-03 14:35:00
500264,6,64.47,,2010-05-03 14:35:00
500265,13,82.89,,2010-05-03 14:36:00
500266,2,7.62,,2010-05-03 14:37:00
500267,365,91.77,15978.0,2010-05-03 14:39:00
500268,30,103.17,,2010-05-03 14:40:00
500269,8,58.41,,2010-05-03 14:40:00
500270,12,90.57000000000001,,2010-05-03 14:41:00
500271,47,17.85,15732.0,2010-05-03 14:41:00
500272,20,89.36,,2010-05-03 14:41:00
500273,21,118.91,,2010-05-03 14:42:00
500274,21,103.50999999999999,,2010-05-03 14:43:00
500275,17,128.74,,2010-05-03 14:45:00
500276,20,103.64,,2010-05-03 14:45:00
500277,21,78.84,,2010-05-03 14:46:00
500278,165,39.61,14852.0,2010-05-03 14:51:00
500279,24,111.77,,2010-05-03 14:52:00
500280,43,122.66,,2010-05-03 14:53:00
500281,2,18.63,,2010-05-03 14:53:00
500282,120,4.95,15929.0,2010-05-03 14:56:00
500283,1,2.1,,2010-05-03 15:00:00
500284,10,5.02,,2010-05-03 15:02:00
500285,18,32.15,17961.0,2010-05-03 15:07:00
500286,3,8.850000000000001,,2010-05-03 15:17:00
500287,134,17.57,14852.0,2010-05-03 15:21:00
500288,6,3.61,,2010-05-03 15:28:00
500289,200,3.3,14045.0,2010-05-03 15:36:00
500292,120,23.49,16620.0,2010-05-03 15:48:00
500294,194,12.850000000000001,14233.0,2010-05-03 16:35:00
500296,3,12.120000000000001,12748.0,2010-05-03 16:37:00
500297,66,29.55,13799.0,2010-05-03 16:39:00
500298,2,8.9,,2010-05-03 16:51:00
500299,88,111.64,14085.0,2010-05-03 16:52:00
500300,219,33.9,15482.0,2010-07-03 10:19:00
500301,75,55.099999999999994,17365.0,2010-07-03 10:27:00
500302,156,32.980000000000004,14110.0,2010-07-03 10:49:00
500303,72,109.1,16331.0,2010-07-03 10:55:00
500304,26,110.85,14172.0,2010-07-03 10:58:00
500306,336,18.06,13201.0,2010-07-03 11:01:00
500310,130,13.35,15270.0,2010-07-03 11:24:00
500311,247,93.24000000000001,16923.0,2010-07-03 11:27:00
500312,181,41.82,17448.0,2010-07-03 11:31:00
500313,14,20.25,17769.0,2010-07-03 11:31:00
500315,1,280.75,,2010-07-03 11:56:00
500316,156,45.22,13508.0,2010-07-03 11:58:00
500318,189,14.9,17675.0,2010-07-03 12:01:00
500320,496,111.67,16271.0,2010-07-03 12:03:00
500323,163,109.61,13958.0,2010-07-03 12:09:00
500324,271,156.38,15443.0,2010-07-03 12:10:00
500325,267,25.880000000000003,14205.0,2010-07-03 12:20:00
500326,97,86.6,14877.0,2010-07-03 12:25:00
500327,127,91.5,17913.0,2010-07-03 12:35:00
500328,128,32.230000000000004,18253.0,2010-07-03 12:38:00
500329,299,187.75,13764.0,2010-07-03 12:56:00
500330,61,78.74,17236.0,2010-07-03 13:00:00
500331,543,51.08,13764.0,2010-07-03 13:08:00
500332,121,102.73,17085.0,2010-07-03 13:08:00
500333,249,58.21,16735.0,2010-07-03 13:28:00
500334,188,84.76,12872.0,2010-07-03 13:37:00
500335,100,157.75,14606.0,2010-07-03 13:44:00
500336,672,239.09,17589.0,2010-07-03 13:48:00
500337,136,63.1,17734.0,2010-07-03 13:55:00
500338,118,296.21,13276.0,2010-07-03 14:05:00
500339,324,19.74,13557.0,2010-07-03 14:23:00
500340,70,73.1,13561.0,2010-07-03 14:25:00
500341,259,147.55,16466.0,2010-07-03 14:31:00
500342,6,1.55,13561.0,2010-07-03 14:32:00
500343,222,23.95,12530.0,2010-07-03 14:37:00
500344,354,41.09,17448.0,2010-07-03 14:39:00
500346,36,51.35,17969.0,2010-07-03 14:50:00
500347,525,87.52,15631.0,2010-07-03 14:52:00
500348,25,0.21,,2010-07-03 14:53:00
500349,29,34.120000000000005,15751.0,2010-07-03 14:56:00
500350,1,7.5,15751.0,2010-07-03 15:01:00
500354,266,22.16,13026.0,2010-07-03 15:27:00
500355,253,31.3,18029.0,2010-07-03 15:30:00
500357,97,47.41,16310.0,2010-07-03 15:41:00
500358,168,184.84,16534.0,2010-07-03 15:47:00
500359,164,52.11,14369.0,2010-07-03 15:47:00
500360,174,68.7,17158.0,2010-07-03 15:50:00
500361,2,7.5,17961.0,2010-07-03 15:56:00
500362,238,171.73,17449.0,2010-07-03 16:12:00
500363,2,8.5,,2010-07-03 16:20:00
500364,2,7.95,,2010-07-03 16:20:00
500365,3,4.2,,2010-07-03 16:20:00
500366,5,11.7,,2010-07-03 16:21:00
500367,208,11.74,12369.0,2010-08-03 08:09:00
500368,346,85.55,14493.0,2010-08-03 08:33:00
500369,119,74.03,14628.0,2010-08-03 08:42:00
500370,241,34.23,17063.0,2010-08-03 08:45:00
500371,32,18.09,15847.0,2010-08-03 08:47:00
500372,234,5.59,17298.0,2010-08-03 08:56:00
500373,183,43.87,15791.0,2010-08-03 09:41:00
500374,100,12.7,12765.0,2010-08-03 09:43:00
500375,238,31.049999999999997,17682.0,2010-08-03 09:49:00
500376,332,9.719999999999999,12524.0,2010-08-03 09:57:00
500377,117,28.5,17454.0,2010-08-03 10:05:00
500378,220,12.84,14404.0,2010-08-03 10:15:00
500379,104,79.98,12359.0,2010-08-03 10:15:00
500380,55,61.44,12825.0,2010-08-03 10:17:00
500381,165,113.28,13148.0,2010-08-03 10:19:00
500382,204,22.220000000000002,16351.0,2010-08-03 10:32:00
500383,133,38.35,12986.0,2010-08-03 10:41:00
500384,24,4.2,17740.0,2010-08-03 10:45:00
500385,148,63.79,14290.0,2010-08-03 10:49:00
500386,216,4.8,14160.0,2010-08-03 10:58:00
500389,780,46.89,16029.0,2010-08-03 11:26:00
500399,102,8.4,17325.0,2010-08-03 11:31:00
500425,93,18.099999999999998,13798.0,2010-08-03 11:58:00
500428,132,17.849999999999998,13157.0,2010-08-03 11:59:00
500448,650,1.44,17857.0,2010-08-03 12:09:00
500449,186,71.74,17542.0,2010-08-03 12:08:00
500450,182,11.290000000000001,16013.0,2010-08-03 12:10:00
500451,50,2.55,16013.0,2010-08-03 12:13:00
500452,360,3.8,16422.0,2010-08-03 12:15:00
500453,4,11.8,17542.0,2010-08-03 12:17:00
500454,460,3.8,15538.0,2010-08-03 12:18:00
500455,400,59.3,12514.0,2010-08-03 12:18:00
500456,116,30.39,13497.0,2010-08-03 12:19:00
500457,2,10.9,17960.0,2010-08-03 12:22:00
500458,40,7.8,16628.0,2010-08-03 12:24:00
500459,180,57.63,13004.0,2010-08-03 12:25:00
500460,48,67.5,18170.0,2010-08-03 12:33:00
500476,127,147.9,15719.0,2010-08-03 12:45:00
500493,15,36.589999999999996,17289.0,2010-08-03 12:52:00
500498,557,234.87,17672.0,2010-08-03 13:17:00
500500,36,17.53,14173.0,2010-08-03 13:24:00
500501,107,24.92,18219.0,2010-08-03 13:24:00
500502,498,38.42,17025.0,2010-08-03 13:37:00
500503,181,122.06,15916.0,2010-08-03 13:38:00
500504,19,1.35,16537.0,2010-08-03 13:41:00
500505,150,55.69,13001.0,2010-08-03 13:44:00
500506,157,107.82000000000001,14562.0,2010-08-03 13:48:00
500508,72,15.5,12932.0,2010-08-03 13:52:00
500509,167,19.57,16400.0,2010-08-03 14:04:00
500510,136,55.7,17488.0,2010-08-03 14:07:00
500511,85,10.52,16681.0,2010-08-03 14:10:00
500523,132,16.8,16287.0,2010-08-03 14:15:00
500532,1,9.95,,2010-08-03 14:22:00
500533,136,22.3,13473.0,2010-08-03 14:23:00
500534,2,3.8000000000000003,,2010-08-03 14:26:00
500535,251,54.34,12472.0,2010-08-03 14:27:00
500536,1,2.55,17961.0,2010-08-03 14:27:00
500537,198,34.19,13454.0,2010-08-03 14:40:00
500538,392,99.7,16275.0,2010-08-03 14:41:00
500539,54,44.900000000000006,16568.0,2010-08-03 14:51:00
500540,150,11.209999999999999,13911.0,2010-08-03 15:15:00
500541,330,46.93,18245.0,2010-08-03 15:26:00
500564,48,6.25,17002.0,2010-08-03 15:46:00
500566,76,22.92,17002.0,2010-08-03 15:48:00
500568,100,11.05,13831.0,2010-08-03 15:50:00
500571,1,3.75,,2010-08-03 16:01:00
500574,302,157.76,17663.0,2010-08-03 16:30:00
500576,47,88.59,17438.0,2010-08-03 16:53:00
500577,62,61.59,17222.0,2010-08-03 17:27:00
500578,48,3.75,15250.0,2010-09-03 07:35:00
500579,209,26.080000000000002,13641.0,2010-09-03 07:37:00
500580,41,33.4,13643.0,2010-09-03 09:15:00
500581,300,4.949999999999999,16182.0,2010-09-03 09:34:00
500582,226,37.4,12490.0,2010-09-03 09:46:00
500583,546,91.53,13178.0,2010-09-03 09:49:00
500584,64,18.37,12648.0,2010-09-03 09:55:00
500585,56,27.950000000000003,15637.0,2010-09-03 10:02:00
500586,2,93.61,,2010-09-03 10:02:00
500587,230,205.82,17138.0,2010-09-03 10:18:00
500588,24,2.55,15591.0,2010-09-03 10:21:00
500589,144,0.55,16027.0,2010-09-03 10:25:00
500590,200,1.06,13013.0,2010-09-03 10:26:00
500611,39,78.31,17266.0,2010-09-03 10:42:00
500615,54,11.79,17157.0,2010-09-03 10:45:00
500616,98,40.91,15437.0,2010-09-03 10:45:00
500638,109,19.189999999999998,13854.0,2010-09-03 10:53:00
500639,128,57.0,12495.0,2010-09-03 10:53:00
500652,44,40.69,15921.0,2010-09-03 11:03:00
500653,250,71.97,12682.0,2010-09-03 11:10:00
500656,190,45.87,18039.0,2010-09-03 11:19:00
500658,55,32.71,12748.0,2010-09-03 11:22:00
500659,319,61.93,16558.0,2010-09-03 11:23:00
500660,30,29.0,,2010-09-03 11:46:00
500661,5,16.0,17961.0,2010-09-03 11:50:00
500662,444,7.04,15838.0,2010-09-03 11:57:00
500663,215,225.41,17700.0,2010-09-03 12:10:00
500664,117,132.65,17841.0,2010-09-03 12:12:00
500672,51,121.74,14527.0,2010-09-03 12:23:00
500673,144,21.92,13874.0,2010-09-03 12:25:00
500696,50,61.75,16208.0,2010-09-03 12:53:00
500699,286,46.49,16210.0,2010-09-03 13:07:00
500701,70,76.81,16791.0,2010-09-03 13:26:00
500702,42,31.799999999999997,16210.0,2010-09-03 13:29:00
500703,171,12.48,14147.0,2010-09-03 13:43:00
500706,439,24.83,16701.0,2010-09-03 13:48:00
500711,134,73.7,13627.0,2010-09-03 14:03:00
500712,486,138.33,13089.0,2010-09-03 14:14:00
500713,157,55.410000000000004,17213.0,2010-09-03 14:16:00
500716,32,20.5,13283.0,2010-09-03 14:36:00
500717,1,6.35,,2010-09-03 14:48:00
500718,160,116.25,15722.0,2010-09-03 15:05:00
500719,139,61.22,16707.0,2010-09-03 15:16:00
500720,70,72.74000000000001,12747.0,2010-09-03 15:16:00
500721,433,162.28,17059.0,2010-09-03 15:22:00
500728,238,36.8,16756.0,2010-09-03 15:56:00
500730,258,80.95,15078.0,2010-09-03 16:02:00
500734,353,79.76,12542.0,2010-09-03 16:26:00
500736,168,2.57,13089.0,2010-09-03 16:32:00
500737,149,87.49000000000001,13491.0,2010-09-03 16:32:00
500739,72,1.06,13413.0,2010-09-03 16:40:00
500741,595,71.35,15856.0,2010-09-03 17:12:00
500744,166,63.74,13078.0,2010-10-03 08:31:00
500745,274,39.01,13426.0,2010-10-03 09:16:00
500746,125,47.69,13319.0,2010-10-03 09:17:00
500747,696,22.69,14676.0,2010-10-03 09:30:00
500752,9,6.8999999999999995,,2010-10-03 10:28:00
500753,2,2.5,,2010-10-03 10:29:00
500754,84,22.0,12638.0,2010-10-03 10:30:00
500773,6,2.95,16946.0,2010-10-03 10:42:00
500778,2,8.5,15309.0,2010-10-03 10:48:00
500781,720,57.06,14286.0,2010-10-03 10:50:00
500782,289,27.85,13941.0,2010-10-03 10:50:00
500784,578,25.48,14286.0,2010-10-03 10:51:00
500788,162,76.14,17044.0,2010-10-03 10:53:00
500794,376,3.25,14828.0,2010-10-03 10:54:00
500829,34,32.75,17377.0,2010-10-03 11:28:00
500830,26,35.35,17377.0,2010-10-03 11:31:00
500832,1,1.65,17377.0,2010-10-03 11:35:00
500834,112,20.87,13484.0,2010-10-03 11:46:00
500836,126,68.08,16846.0,2010-10-03 12:03:00
500837,35,26.29,14590.0,2010-10-03 12:04:00
500838,69,167.42000000000002,15898.0,2010-10-03 12:04:00
500839,366,10.37,13798.0,2010-10-03 12:05:00
500840,59,9.57,13413.0,2010-10-03 12:10:00
500843,486,127.23,17348.0,2010-10-03 12:13:00
500844,29,26.45,13413.0,2010-10-03 12:16:00
500845,18,35.5,13413.0,2010-10-03 12:17:00
500853,216,111.33,13566.0,2010-10-03 12:22:00
500857,96,84.68,15911.0,2010-10-03 12:23:00
500860,80,39.0,17880.0,2010-10-03 12:39:00
500861,498,129.1,14680.0,2010-10-03 12:45:00
500862,217,7.97,13408.0,2010-10-03 12:50:00
500863,312,23.259999999999998,13408.0,2010-10-03 12:51:00
500864,114,32.74,14924.0,2010-10-03 12:51:00
500866,201,24.259999999999998,16700.0,2010-10-03 13:01:00
500867,120,0.42,14680.0,2010-10-03 13:01:00
500868,222,138.16,14156.0,2010-10-03 13:08:00
500869,100,44.47,17220.0,2010-10-03 13:21:00
500870,1,85.1,,2010-10-03 13:24:00
500871,125,45.63,17220.0,2010-10-03 13:26:00
500872,91,114.0,13668.0,2010-10-03 13:34:00
500873,200,1.65,17029.0,2010-10-03 13:34:00
500874,98,103.97,16719.0,2010-10-03 13:43:00
500875,152,2.37,14403.0,2010-10-03 14:00:00
500876,279,20.45,15218.0,2010-10-03 14:02:00
500878,307,69.4,16258.0,2010-10-03 14:19:00
500879,454,41.24,15093.0,2010-10-03 14:24:00
500880,269,51.46,15544.0,2010-10-03 14:49:00
500881,296,158.69,13305.0,2010-10-03 14:49:00
500882,40,34.85,12471.0,2010-10-03 14:50:00
500883,130,28.55,12471.0,2010-10-03 14:52:00
500884,172,23.9,12483.0,2010-10-03 15:03:00
500885,133,63.0,15633.0,2010-10-03 15:22:00
500886,86,107.11,15558.0,2010-10-03 15:25:00
500889,198,36.85,16611.0,2010-10-03 16:07:00
500890,89,56.09,17338.0,2010-10-03 16:09:00
500896,104,126.34,15291.0,2010-10-03 16:50:00
500898,1,1.65,,2010-11-03 09:17:00
500899,325,20.15,12976.0,2010-11-03 09:26:00
500900,125,13.84,14060.0,2010-11-03 09:47:00
500901,70,24.2,13093.0,2010-11-03 10:05:00
500902,351,58.589999999999996,13093.0,2010-11-03 10:07:00
500904,83,31.150000000000002,12954.0,2010-11-03 10:16:00
500917,184,39.06,13599.0,2010-11-03 10:26:00
500920,36,26.64,13468.0,2010-11-03 10:50:00
500921,350,128.41,13659.0,2010-11-03 10:52:00
500922,25,5.85,16161.0,2010-11-03 10:56:00
500933,95,152.49,14606.0,2010-11-03 11:45:00
500940,74,92.12,14527.0,2010-11-03 11:51:00
500941,46,175.86,13823.0,2010-11-03 11:54:00
500943,534,29.03,17409.0,2010-11-03 12:04:00
500963,69,136.95000000000002,15696.0,2010-11-03 12:17:00
500964,65,28.439999999999998,16387.0,2010-11-03 12:22:00
500968,68,3.61,14942.0,2010-11-03 12:31:00
500970,90,6.789999999999999,12931.0,2010-11-03 12:55:00
500971,144,8.0,12931.0,2010-11-03 12:55:00
500973,379,57.559999999999995,13418.0,2010-11-03 13:13:00
500979,2,5.95,14172.0,2010-11-03 13:16:00
500986,59,25.490000000000002,17076.0,2010-11-03 13:19:00
500995,158,6.14,12924.0,2010-11-03 13:21:00
500996,153,26.650000000000002,14422.0,2010-11-03 13:30:00
500997,218,38.15,15955.0,2010-11-03 13:34:00
500999,334,145.83,16933.0,2010-11-03 13:46:00
501000,44,44.1,17757.0,2010-11-03 13:46:00
501001,45,48.34,14878.0,2010-11-03 13:52:00
501002,6,12.25,14878.0,2010-11-03 14:03:00
501004,94,112.28999999999999,17841.0,2010-11-03 14:15:00
501005,234,30.169999999999998,17448.0,2010-11-03 14:23:00
501007,345,190.70000000000002,16126.0,2010-11-03 14:51:00
501008,242,31.44,17448.0,2010-11-03 15:26:00
501009,135,63.629999999999995,17448.0,2010-11-03 15:27:00
501011,92,202.74,15768.0,2010-11-03 15:36:00
501028,56,55.199999999999996,15311.0,2010-11-03 17:05:00
501029,58,18.5,16011.0,2010-11-03 17:21:00
501030,300,49.87,17448.0,2010-11-03 17:37:00
501031,375,84.12,16718.0,2010-11-03 17:41:00
501033,152,65.87,16918.0,2010-11-03 18:18:00
501034,124,70.8,14209.0,2010-11-03 18:46:00
501035,176,69.71,14713.0,2010-11-03 19:24:00
501037,12,2.95,14322.0,2010-12-03 09:15:00
501038,216,78.4,17448.0,2010-12-03 09:21:00
501039,385,66.94,13162.0,2010-12-03 09:26:00
501042,122,50.85,12523.0,2010-12-03 09:57:00
501043,442,174.56,14911.0,2010-12-03 10:09:00
501044,39,15.98,14484.0,2010-12-03 10:30:00
501045,252,69.5,14745.0,2010-12-03 10:33:00
501046,144,4.25,14646.0,2010-12-03 10:36:00
501047,662,39.019999999999996,14646.0,2010-12-03 10:37:00
501048,45,56.05,15221.0,2010-12-03 10:40:00
501079,300,2.4000000000000004,15008.0,2010-12-03 11:13:00
501082,41,20.3,17065.0,2010-12-03 11:40:00
501083,41,20.3,17065.0,2010-12-03 11:41:00
501084,66,27.12,13462.0,2010-12-03 11:44:00
501085,190,66.05,17289.0,2010-12-03 11:48:00
501086,162,20.09,17228.0,2010-12-03 11:54:00
501093,230,41.29,17588.0,2010-12-03 12:34:00
501098,102,91.22,16347.0,2010-12-03 12:41:00
501101,314,9.62,13795.0,2010-12-03 12:44:00
501102,378,153.02,15874.0,2010-12-03 13:06:00
501103,400,112.25,14824.0,2010-12-03 13:07:00
501104,60,12.2,15874.0,2010-12-03 13:08:00
501114,36,40.6,12692.0,2010-12-03 14:02:00
501117,309,43.31,17448.0,2010-12-03 14:31:00
501118,60,40.5,15941.0,2010-12-03 14:45:00
501119,328,38.67,12435.0,2010-12-03 14:50:00
501121,52,50.64,15428.0,2010-12-03 15:13:00
501123,287,100.73,15808.0,2010-12-03 15:17:00
501124,48,4.04,13824.0,2010-12-03 15:17:00
501126,130,90.18,13724.0,2010-12-03 15:28:00
501127,405,91.35,18178.0,2010-12-03 15:47:00
501128,41,21.45,13573.0,2010-12-03 16:06:00
501129,367,95.95,17754.0,2010-12-03 16:18:00
501132,325,106.15,14031.0,2010-12-03 17:07:00
501133,334,117.69,17920.0,2010-03-14 10:10:00
501134,88,70.98,13571.0,2010-03-14 10:33:00
501135,67,33.6,16586.0,2010-03-14 11:24:00
501136,181,131.74,15994.0,2010-03-14 11:55:00
501137,72,57.1,13802.0,2010-03-14 12:01:00
501138,209,163.07,14532.0,2010-03-14 12:05:00
501140,63,45.3,16911.0,2010-03-14 12:18:00
501141,223,129.04,16255.0,2010-03-14 12:18:00
501142,76,60.83,17332.0,2010-03-14 12:24:00
501143,302,18.47,13183.0,2010-03-14 12:32:00
501144,223,131.13,14161.0,2010-03-14 12:37:00
501145,165,97.58,18149.0,2010-03-14 12:41:00
501146,93,65.49,13634.0,2010-03-14 13:08:00
501147,149,38.25,17905.0,2010-03-14 13:28:00
501149,182,51.14,13211.0,2010-03-14 13:43:00
501150,102,11.16,13211.0,2010-03-14 13:46:00
501151,130,22.75,13688.0,2010-03-14 14:11:00
501152,158,11.8,18231.0,2010-03-14 14:21:00
501153,386,126.23,15665.0,2010-03-14 15:07:00
501154,18,64.04,17849.0,2010-03-14 15:17:00
501155,2,39.95,17849.0,2010-03-14 15:19:00
501156,13,35.24,12748.0,2010-03-14 16:09:00
501157,265,221.32,16686.0,2010-03-14 16:18:00
501158,133,40.29,17809.0,2010-03-15 08:48:00
501159,176,25.78,13382.0,2010-03-15 09:11:00
501160,50,11.350000000000001,12703.0,2010-03-15 09:20:00
501166,169,109.09,13481.0,2010-03-15 09:46:00
501167,176,42.62,17448.0,2010-03-15 09:46:00
501168,156,44.68,13883.0,2010-03-15 10:03:00
501169,1,25.52,,2010-03-15 10:14:00
501172,48,9.2,12755.0,2010-03-15 10:47:00
501176,543,161.25,14857.0,2010-03-15 11:00:00
501177,6,2.1,14857.0,2010-03-15 11:04:00
501178,100,1.65,14646.0,2010-03-15 11:17:00
501181,206,55.45,14645.0,2010-03-15 11:33:00
501182,507,60.4,16186.0,2010-03-15 11:39:00
501186,60,156.25,14527.0,2010-03-15 12:07:00
501201,608,36.65,14911.0,2010-03-15 12:14:00
501251,300,0.72,17949.0,2010-03-15 12:44:00
501256,498,3.25,17949.0,2010-03-15 12:45:00
501257,432,2.25,17949.0,2010-03-15 12:46:00
501261,450,0.34,17949.0,2010-03-15 12:47:00
501263,372,0.34,17949.0,2010-03-15 12:48:00
501264,165,76.19,14315.0,2010-03-15 12:49:00
501265,36,4.95,17949.0,2010-03-15 12:49:00
501267,137,141.0,17085.0,2010-03-15 12:54:00
501268,289,39.8,15251.0,2010-03-15 13:06:00
501272,186,120.14,13543.0,2010-03-15 13:34:00
501273,303,29.330000000000002,15117.0,2010-03-15 13:39:00
501274,102,8.35,15117.0,2010-03-15 13:40:00
501275,73,66.54,14667.0,2010-03-15 13:45:00
501276,52,23.0,18135.0,2010-03-15 13:55:00
501277,177,23.44,18051.0,2010-03-15 13:58:00
501278,132,100.98,17180.0,2010-03-15 14:01:00
501279,272,36.13,13530.0,2010-03-15 14:10:00
501280,105,136.04,17841.0,2010-03-15 14:13:00
501281,254,244.52,14911.0,2010-03-15 14:15:00
501282,232,57.0,14534.0,2010-03-15 14:16:00
501284,651,113.41,12714.0,2010-03-15 14:19:00
501285,26,1.17,,2010-03-15 14:25:00
501289,5,2.35,,2010-03-15 15:08:00
501291,281,245.6,14343.0,2010-03-15 15:33:00
501292,2,3.3,,2010-03-15 15:35:00
501295,87,1.95,18251.0,2010-03-15 15:58:00
501296,185,234.18,16242.0,2010-03-15 16:02:00
501297,39,101.47,14606.0,2010-03-15 16:05:00
501298,57,89.8,17218.0,2010-03-15 16:13:00
501299,46,55.55,18008.0,2010-03-15 16:19:00
501300,623,116.06,14062.0,2010-03-15 16:35:00
501301,304,44.54,13786.0,2010-03-15 16:36:00
501302,127,21.279999999999998,17848.0,2010-03-15 17:01:00
501303,560,9.25,14195.0,2010-03-15 17:12:00
501304,110,150.48,17231.0,2010-03-15 17:14:00
501305,275,56.45,13600.0,2010-03-15 17:16:00
501308,116,84.07,15227.0,2010-03-16 08:23:00
501316,293,115.25999999999999,14669.0,2010-03-16 09:39:00
501318,149,26.45,13777.0,2010-03-16 09:42:00
501320,342,41.98,15123.0,2010-03-16 09:49:00
501333,296,5.07,12366.0,2010-03-16 10:28:00
501335,2,1.65,15719.0,2010-03-16 10:29:00
501345,570,34.24,15946.0,2010-03-16 10:49:00
501347,143,81.65,14873.0,2010-03-16 10:51:00
501369,77,97.34,17243.0,2010-03-16 10:58:00
501385,150,148.62,17238.0,2010-03-16 11:08:00
501386,551,95.73,16779.0,2010-03-16 11:14:00
501387,114,81.2,17241.0,2010-03-16 11:16:00
501403,24,3.9,12483.0,2010-03-16 11:29:00
501420,288,0.29,16467.0,2010-03-16 11:46:00
501422,69,42.45,14146.0,2010-03-16 11:53:00
501423,91,23.85,14146.0,2010-03-16 11:54:00
501425,137,152.05,17774.0,2010-03-16 12:00:00
501426,272,61.19,13983.0,2010-03-16 12:13:00
501427,119,45.3,14467.0,2010-03-16 12:34:00
501430,332,31.11,17679.0,2010-03-16 12:53:00
501431,86,42.91,14604.0,2010-03-16 13:00:00
501432,24,4.25,18063.0,2010-03-16 13:05:00
501434,360,189.0,14496.0,2010-03-16 13:15:00
501437,37,9.25,12703.0,2010-03-16 13:22:00
501438,361,71.48,12701.0,2010-03-16 13:23:00
501439,56,18.4,17268.0,2010-03-16 13:25:00
501440,879,126.93,15311.0,2010-03-16 13:28:00
501442,148,146.28,12835.0,2010-03-16 13:47:00
501443,77,96.68,15005.0,2010-03-16 14:01:00
501445,236,96.58,17478.0,2010-03-16 14:19:00
501446,156,59.99,16150.0,2010-03-16 14:24:00
501447,228,45.81,14872.0,2010-03-16 14:41:00
501449,123,105.59,14210.0,2010-03-16 15:02:00
501461,65,41.04,15885.0,2010-03-16 15:18:00
501463,40,11.65,12500.0,2010-03-16 15:19:00
501464,72,5.710000000000001,12931.0,2010-03-16 15:52:00
501469,72,46.15,14399.0,2010-03-16 16:01:00
501470,345,102.08,17596.0,2010-03-16 16:18:00
501471,179,31.630000000000003,15312.0,2010-03-16 16:22:00
501472,252,13.370000000000001,14465.0,2010-03-16 16:24:00
501474,283,98.98,17568.0,2010-03-16 16:45:00
501476,172,39.82,15990.0,2010-03-17 08:59:00
501477,266,35.94,17479.0,2010-03-17 09:26:00
501478,126,49.5,16945.0,2010-03-17 09:42:00
501479,161,27.4,16945.0,2010-03-17 09:43:00
501482,83,37.04,13935.0,2010-03-17 10:16:00
501483,656,97.91,16652.0,2010-03-17 10:22:00
501484,210,63.53,14911.0,2010-03-17 10:33:00
501485,420,12.55,16331.0,2010-03-17 10:34:00
501505,207,43.480000000000004,17448.0,2010-03-17 10:51:00
501507,59,57.0,14662.0,2010-03-17 11:21:00
501508,273,68.92999999999999,17448.0,2010-03-17 11:33:00
501509,40,129.24,16891.0,2010-03-17 11:37:00
501515,84,138.55,15867.0,2010-03-17 11:53:00
501523,444,169.98,13612.0,2010-03-17 12:14:00
501524,433,58.699999999999996,17690.0,2010-03-17 12:17:00
501526,246,85.04,16875.0,2010-03-17 12:25:00
501528,250,67.34,14680.0,2010-03-17 12:32:00
501529,96,110.09,16777.0,2010-03-17 12:42:00
501530,892,144.61,13089.0,2010-03-17 12:47:00
501531,176,17.62,13089.0,2010-03-17 12:50:00
501532,70,83.63,14606.0,2010-03-17 12:54:00
501533,272,5.58,13798.0,2010-03-17 13:03:00
501535,55,41.15,18231.0,2010-03-17 13:12:00
501537,153,46.34,15194.0,2010-03-17 13:28:00
501539,130,74.78,13275.0,2010-03-17 14:05:00
501540,136,121.25,16085.0,2010-03-17 14:12:00
501542,196,26.65,16004.0,2010-03-17 14:27:00
501543,72,2.3899999999999997,13478.0,2010-03-17 14:28:00
501544,275,95.96,18196.0,2010-03-17 14:55:00
501546,57,27.89,17933.0,2010-03-17 15:11:00
501547,151,10.23,17227.0,2010-03-17 15:20:00
501548,561,232.08,16917.0,2010-03-17 15:24:00
501549,37,32.2,,2010-03-17 15:25:00
501550,594,214.28,13371.0,2010-03-17 15:29:00
501551,61,70.98,,2010-03-17 15:36:00
501552,89,121.25,14249.0,2010-03-17 15:37:00
501553,122,33.370000000000005,16254.0,2010-03-17 15:43:00
501556,720,85.49,12921.0,2010-03-17 16:14:00
501557,81,52.379999999999995,17075.0,2010-03-17 16:33:00
501562,3,19.049999999999997,,2010-03-17 17:05:00
501563,64,38.3,16510.0,2010-03-17 17:11:00
501564,84,108.78,12748.0,2010-03-17 17:27:00
501565,96,2.92,13406.0,2010-03-18 07:29:00
501566,36,28.45,14821.0,2010-03-18 07:31:00
501567,192,0.5700000000000001,15775.0,2010-03-18 07:32:00
501568,204,10.23,16525.0,2010-03-18 08:03:00
501569,452,74.62,16336.0,2010-03-18 08:05:00
